testname,LOOKAHEAD,FIFO,PB,unroll,fifo_size,size,execution_cycles,dfg_size,trip_count
gaussian_cdf,1,1,1,U5,4,MEDIUM_DATASET,4988,73,10000
gaussian_cdf,0,0,1,none,8,MEDIUM_DATASET,60457,12,10000
gaussian_cdf,0,0,1,U3,8,MEDIUM_DATASET,20492,39,10000
gaussian_cdf,0,0,1,U4,8,MEDIUM_DATASET,15498,51,10000
gaussian_cdf,0,0,1,U5,8,MEDIUM_DATASET,12506,65,10000
gaussian_cdf,0,0,0,none,8,MEDIUM_DATASET,60457,12,10000
gaussian_cdf,0,0,0,U3,8,MEDIUM_DATASET,20471,35,10000
gaussian_cdf,0,0,0,U4,8,MEDIUM_DATASET,15477,46,10000
gaussian_cdf,0,0,0,U5,8,MEDIUM_DATASET,12485,57,10000
gaussian_cdf,1,1,0,none,8,MEDIUM_DATASET,10670,13,10000
gaussian_cdf,1,1,0,U3,8,MEDIUM_DATASET,13331,36,10000
gaussian_cdf,1,1,0,U4,8,MEDIUM_DATASET,11879,47,10000
gaussian_cdf,1,1,0,U5,8,MEDIUM_DATASET,10362,58,10000
gaussian_cdf,1,1,1,none,8,MEDIUM_DATASET,10670,13,10000
gaussian_cdf,1,1,1,U3,8,MEDIUM_DATASET,4298,43,10000
gaussian_cdf,1,1,1,U4,8,MEDIUM_DATASET,3601,57,10000
gaussian_cdf,1,1,1,U5,8,MEDIUM_DATASET,3241,73,10000
gaussian_cdf,0,0,1,none,12,MEDIUM_DATASET,60457,12,10000
gaussian_cdf,0,0,1,U3,12,MEDIUM_DATASET,20492,39,10000
gaussian_cdf,0,0,1,U4,12,MEDIUM_DATASET,15498,51,10000
gaussian_cdf,0,0,1,U5,12,MEDIUM_DATASET,12506,65,10000
gaussian_cdf,0,0,0,none,12,MEDIUM_DATASET,60457,12,10000
gaussian_cdf,0,0,0,U3,12,MEDIUM_DATASET,20471,35,10000
gaussian_cdf,0,0,0,U4,12,MEDIUM_DATASET,15477,46,10000
gaussian_cdf,0,0,0,U5,12,MEDIUM_DATASET,12485,57,10000
gaussian_cdf,1,1,0,none,12,MEDIUM_DATASET,10670,13,10000
gaussian_cdf,1,1,0,U3,12,MEDIUM_DATASET,9475,36,10000
gaussian_cdf,1,1,0,U4,12,MEDIUM_DATASET,8666,47,10000
gaussian_cdf,1,1,0,U5,12,MEDIUM_DATASET,7636,58,10000
gaussian_cdf,1,1,1,none,12,MEDIUM_DATASET,10670,13,10000
gaussian_cdf,1,1,1,U3,12,MEDIUM_DATASET,4298,43,10000
gaussian_cdf,1,1,1,U4,12,MEDIUM_DATASET,3601,57,10000
gaussian_cdf,1,1,1,U5,12,MEDIUM_DATASET,3241,73,10000
gaussian_cdf,0,0,1,none,16,MEDIUM_DATASET,60457,12,10000
gaussian_cdf,0,0,1,U3,16,MEDIUM_DATASET,20492,39,10000
gaussian_cdf,0,0,1,U4,16,MEDIUM_DATASET,15498,51,10000
gaussian_cdf,0,0,1,U5,16,MEDIUM_DATASET,12506,65,10000
gaussian_cdf,0,0,0,none,16,MEDIUM_DATASET,60457,12,10000
gaussian_cdf,0,0,0,U3,16,MEDIUM_DATASET,20471,35,10000
gaussian_cdf,0,0,0,U4,16,MEDIUM_DATASET,15477,46,10000
gaussian_cdf,0,0,0,U5,16,MEDIUM_DATASET,12485,57,10000
gaussian_cdf,1,1,0,none,16,MEDIUM_DATASET,10670,13,10000
gaussian_cdf,1,1,0,U3,16,MEDIUM_DATASET,7364,36,10000
gaussian_cdf,1,1,0,U4,16,MEDIUM_DATASET,6926,47,10000
gaussian_cdf,1,1,0,U5,16,MEDIUM_DATASET,6235,58,10000
gaussian_cdf,1,1,1,none,16,MEDIUM_DATASET,10670,13,10000
gaussian_cdf,1,1,1,U3,16,MEDIUM_DATASET,4298,43,10000
gaussian_cdf,1,1,1,U4,16,MEDIUM_DATASET,3601,57,10000
gaussian_cdf,1,1,1,U5,16,MEDIUM_DATASET,3241,73,10000
gemm,0,0,1,none,4,MEDIUM_DATASET,90626,7,10000
gemm,0,0,1,U6,4,MEDIUM_DATASET,13412,32,10000
gemm,0,0,1,U7,4,MEDIUM_DATASET,11588,37,10000
gemm,0,0,0,none,4,MEDIUM_DATASET,90626,7,10000
gemm,0,0,0,U6,4,MEDIUM_DATASET,13412,32,10000
gemm,0,0,0,U7,4,MEDIUM_DATASET,11588,37,10000
gemm,1,1,0,none,4,MEDIUM_DATASET,10587,8,10000
gemm,1,1,0,U6,4,MEDIUM_DATASET,2565,33,10000
gemm,1,1,0,U7,4,MEDIUM_DATASET,2387,38,10000
gemm,1,1,1,none,4,MEDIUM_DATASET,10587,8,10000
gemm,1,1,1,U6,4,MEDIUM_DATASET,2565,33,10000
gemm,1,1,1,U7,4,MEDIUM_DATASET,2387,38,10000
gemm,0,0,1,none,8,MEDIUM_DATASET,82834,7,10000
gemm,0,0,1,U6,8,MEDIUM_DATASET,11768,32,10000
gemm,0,0,1,U7,8,MEDIUM_DATASET,10136,37,10000
gemm,0,0,0,none,8,MEDIUM_DATASET,82834,7,10000
gemm,0,0,0,U6,8,MEDIUM_DATASET,11768,32,10000
gemm,0,0,0,U7,8,MEDIUM_DATASET,10136,37,10000
gemm,1,1,0,none,8,MEDIUM_DATASET,10587,8,10000
gemm,1,1,0,U6,8,MEDIUM_DATASET,2565,33,10000
gemm,1,1,0,U7,8,MEDIUM_DATASET,2387,38,10000
gemm,1,1,1,none,8,MEDIUM_DATASET,10587,8,10000
gemm,1,1,1,U6,8,MEDIUM_DATASET,2565,33,10000
gemm,1,1,1,U7,8,MEDIUM_DATASET,2387,38,10000
gemm,0,0,1,none,12,MEDIUM_DATASET,76450,7,10000
gemm,0,0,1,U6,12,MEDIUM_DATASET,10508,32,10000
gemm,0,0,1,U7,12,MEDIUM_DATASET,9068,37,10000
gemm,0,0,0,none,12,MEDIUM_DATASET,76450,7,10000
gemm,0,0,0,U6,12,MEDIUM_DATASET,10508,32,10000
gemm,0,0,0,U7,12,MEDIUM_DATASET,9068,37,10000
gemm,1,1,0,none,12,MEDIUM_DATASET,10587,8,10000
gemm,1,1,0,U6,12,MEDIUM_DATASET,2565,33,10000
gemm,1,1,0,U7,12,MEDIUM_DATASET,2387,38,10000
gemm,1,1,1,none,12,MEDIUM_DATASET,10587,8,10000
gemm,1,1,1,U6,12,MEDIUM_DATASET,2565,33,10000
gemm,1,1,1,U7,12,MEDIUM_DATASET,2387,38,10000
gemm,0,0,1,none,16,MEDIUM_DATASET,71186,7,10000
gemm,0,0,1,U6,16,MEDIUM_DATASET,10442,32,10000
gemm,0,0,1,U7,16,MEDIUM_DATASET,9014,37,10000
gemm,0,0,0,none,16,MEDIUM_DATASET,71186,7,10000
gemm,0,0,0,U6,16,MEDIUM_DATASET,10442,32,10000
gemm,0,0,0,U7,16,MEDIUM_DATASET,9014,37,10000
gemm,1,1,0,none,16,MEDIUM_DATASET,10587,8,10000
gemm,1,1,0,U6,16,MEDIUM_DATASET,2565,33,10000
gemm,1,1,0,U7,16,MEDIUM_DATASET,2387,38,10000
gemm,1,1,1,none,16,MEDIUM_DATASET,10587,8,10000
gemm,1,1,1,U6,16,MEDIUM_DATASET,2565,33,10000
gemm,1,1,1,U7,16,MEDIUM_DATASET,2387,38,10000
momentum_sgd,0,0,1,none,4,MEDIUM_DATASET,149528,12,10000
momentum_sgd,0,0,1,U2,4,MEDIUM_DATASET,92999,30,10000
momentum_sgd,0,0,1,U3,4,MEDIUM_DATASET,51622,50,10000
momentum_sgd,0,0,1,U4,4,MEDIUM_DATASET,39279,69,10000
momentum_sgd,0,0,1,U5,4,MEDIUM_DATASET,32902,92,10000
momentum_sgd,0,0,0,none,4,MEDIUM_DATASET,149528,10,10000
momentum_sgd,0,0,0,U2,4,MEDIUM_DATASET,76008,23,10000
momentum_sgd,0,0,0,U3,4,MEDIUM_DATASET,51346,34,10000
momentum_sgd,0,0,0,U4,4,MEDIUM_DATASET,39147,45,10000
momentum_sgd,0,0,0,U5,4,MEDIUM_DATASET,32668,56,10000
momentum_sgd,1,1,0,none,4,MEDIUM_DATASET,52231,18,10000
momentum_sgd,1,1,0,U2,4,MEDIUM_DATASET,63521,31,10000
momentum_sgd,1,1,0,U3,4,MEDIUM_DATASET,48922,42,10000
momentum_sgd,1,1,0,U4,4,MEDIUM_DATASET,44752,53,10000
momentum_sgd,1,1,0,U5,4,MEDIUM_DATASET,44325,64,10000
momentum_sgd,1,1,1,none,4,MEDIUM_DATASET,29875,26,10000
momentum_sgd,1,1,1,U2,4,MEDIUM_DATASET,16261,62,10000
momentum_sgd,1,1,1,U3,4,MEDIUM_DATASET,21959,95,10000
momentum_sgd,1,1,1,U4,4,MEDIUM_DATASET,18021,126,10000
momentum_sgd,1,1,1,U5,4,MEDIUM_DATASET,14422,166,10000
momentum_sgd,0,0,1,none,8,MEDIUM_DATASET,141426,12,10000
momentum_sgd,0,0,1,U2,8,MEDIUM_DATASET,73214,30,10000
momentum_sgd,0,0,1,U3,8,MEDIUM_DATASET,48328,50,10000
momentum_sgd,0,0,1,U4,8,MEDIUM_DATASET,36623,69,10000
momentum_sgd,0,0,1,U5,8,MEDIUM_DATASET,29473,92,10000
momentum_sgd,0,0,0,none,8,MEDIUM_DATASET,141677,10,10000
momentum_sgd,0,0,0,U2,8,MEDIUM_DATASET,72271,23,10000
momentum_sgd,0,0,0,U3,8,MEDIUM_DATASET,48822,34,10000
momentum_sgd,0,0,0,U4,8,MEDIUM_DATASET,37081,45,10000
momentum_sgd,0,0,0,U5,8,MEDIUM_DATASET,30118,56,10000
momentum_sgd,1,1,0,none,8,MEDIUM_DATASET,11361,18,10000
momentum_sgd,1,1,0,U2,8,MEDIUM_DATASET,44386,31,10000
momentum_sgd,1,1,0,U3,8,MEDIUM_DATASET,34020,42,10000
momentum_sgd,1,1,0,U4,8,MEDIUM_DATASET,30813,53,10000
momentum_sgd,1,1,0,U5,8,MEDIUM_DATASET,32544,64,10000
momentum_sgd,1,1,1,none,8,MEDIUM_DATASET,11553,26,10000
momentum_sgd,1,1,1,U2,8,MEDIUM_DATASET,7347,62,10000
momentum_sgd,1,1,1,U3,8,MEDIUM_DATASET,6270,95,10000
momentum_sgd,1,1,1,U4,8,MEDIUM_DATASET,5973,126,10000
momentum_sgd,1,1,1,U5,8,MEDIUM_DATASET,6062,166,10000
momentum_sgd,0,0,1,none,12,MEDIUM_DATASET,134940,12,10000
momentum_sgd,0,0,1,U2,12,MEDIUM_DATASET,68875,30,10000
momentum_sgd,0,0,1,U3,12,MEDIUM_DATASET,45892,50,10000
momentum_sgd,0,0,1,U4,12,MEDIUM_DATASET,34567,69,10000
momentum_sgd,0,0,1,U5,12,MEDIUM_DATASET,27882,92,10000
momentum_sgd,0,0,0,none,12,MEDIUM_DATASET,134940,10,10000
momentum_sgd,0,0,0,U2,12,MEDIUM_DATASET,68579,23,10000
momentum_sgd,0,0,0,U3,12,MEDIUM_DATASET,46246,34,10000
momentum_sgd,0,0,0,U4,12,MEDIUM_DATASET,35432,45,10000
momentum_sgd,0,0,0,U5,12,MEDIUM_DATASET,28681,56,10000
momentum_sgd,1,1,0,none,12,MEDIUM_DATASET,11409,18,10000
momentum_sgd,1,1,0,U2,12,MEDIUM_DATASET,35570,31,10000
momentum_sgd,1,1,0,U3,12,MEDIUM_DATASET,27196,42,10000
momentum_sgd,1,1,0,U4,12,MEDIUM_DATASET,23723,53,10000
momentum_sgd,1,1,0,U5,12,MEDIUM_DATASET,26100,64,10000
momentum_sgd,1,1,1,none,12,MEDIUM_DATASET,11601,26,10000
momentum_sgd,1,1,1,U2,12,MEDIUM_DATASET,7395,62,10000
momentum_sgd,1,1,1,U3,12,MEDIUM_DATASET,6318,95,10000
momentum_sgd,1,1,1,U4,12,MEDIUM_DATASET,6021,126,10000
momentum_sgd,1,1,1,U5,12,MEDIUM_DATASET,6110,166,10000
momentum_sgd,0,0,1,none,16,MEDIUM_DATASET,128732,12,10000
momentum_sgd,0,0,1,U2,16,MEDIUM_DATASET,65338,30,10000
momentum_sgd,0,0,1,U3,16,MEDIUM_DATASET,43776,50,10000
momentum_sgd,0,0,1,U4,16,MEDIUM_DATASET,32861,69,10000
momentum_sgd,0,0,1,U5,16,MEDIUM_DATASET,26412,92,10000
momentum_sgd,0,0,0,none,16,MEDIUM_DATASET,128732,10,10000
momentum_sgd,0,0,0,U2,16,MEDIUM_DATASET,65414,23,10000
momentum_sgd,0,0,0,U3,16,MEDIUM_DATASET,44118,34,10000
momentum_sgd,0,0,0,U4,16,MEDIUM_DATASET,33674,45,10000
momentum_sgd,0,0,0,U5,16,MEDIUM_DATASET,27212,56,10000
momentum_sgd,1,1,0,none,16,MEDIUM_DATASET,11457,18,10000
momentum_sgd,1,1,0,U2,16,MEDIUM_DATASET,29646,31,10000
momentum_sgd,1,1,0,U3,16,MEDIUM_DATASET,23484,42,10000
momentum_sgd,1,1,0,U4,16,MEDIUM_DATASET,20563,53,10000
momentum_sgd,1,1,0,U5,16,MEDIUM_DATASET,24745,64,10000
momentum_sgd,1,1,1,none,16,MEDIUM_DATASET,11649,26,10000
momentum_sgd,1,1,1,U2,16,MEDIUM_DATASET,7443,62,10000
momentum_sgd,1,1,1,U3,16,MEDIUM_DATASET,6366,95,10000
momentum_sgd,1,1,1,U4,16,MEDIUM_DATASET,6069,126,10000
momentum_sgd,1,1,1,U5,16,MEDIUM_DATASET,6158,166,10000
hp_filter,0,0,1,none,4,MEDIUM_DATASET,125677,9,10000
hp_filter,0,0,1,U2,4,MEDIUM_DATASET,63630,21,10000
hp_filter,0,0,1,U3,4,MEDIUM_DATASET,47818,33,10000
hp_filter,0,0,1,U5,4,MEDIUM_DATASET,25924,56,10000
hp_filter,0,0,1,U6,4,MEDIUM_DATASET,21642,68,10000
hp_filter,0,0,0,none,4,MEDIUM_DATASET,125677,9,10000
hp_filter,0,0,0,U2,4,MEDIUM_DATASET,64283,20,10000
hp_filter,0,0,0,U3,4,MEDIUM_DATASET,43620,29,10000
hp_filter,0,0,0,U5,4,MEDIUM_DATASET,27523,47,10000
hp_filter,0,0,0,U6,4,MEDIUM_DATASET,25389,56,10000
hp_filter,1,1,0,none,4,MEDIUM_DATASET,28235,16,10000
hp_filter,1,1,0,U2,4,MEDIUM_DATASET,53789,28,10000
hp_filter,1,1,0,U3,4,MEDIUM_DATASET,41771,37,10000
hp_filter,1,1,0,U5,4,MEDIUM_DATASET,36462,55,10000
hp_filter,1,1,0,U6,4,MEDIUM_DATASET,33303,64,10000
hp_filter,1,1,1,none,4,MEDIUM_DATASET,28235,16,10000
hp_filter,1,1,1,U2,4,MEDIUM_DATASET,15231,37,10000
hp_filter,1,1,1,U3,4,MEDIUM_DATASET,20875,54,10000
hp_filter,1,1,1,U5,4,MEDIUM_DATASET,15524,88,10000
hp_filter,1,1,1,U6,4,MEDIUM_DATASET,19314,104,10000
hp_filter,0,0,1,none,8,MEDIUM_DATASET,111185,9,10000
hp_filter,0,0,1,U2,8,MEDIUM_DATASET,56251,21,10000
hp_filter,0,0,1,U3,8,MEDIUM_DATASET,37794,33,10000
hp_filter,0,0,1,U5,8,MEDIUM_DATASET,22945,56,10000
hp_filter,0,0,1,U6,8,MEDIUM_DATASET,19216,68,10000
hp_filter,0,0,0,none,8,MEDIUM_DATASET,111185,9,10000
hp_filter,0,0,0,U2,8,MEDIUM_DATASET,56700,20,10000
hp_filter,0,0,0,U3,8,MEDIUM_DATASET,38370,29,10000
hp_filter,0,0,0,U5,8,MEDIUM_DATASET,23690,47,10000
hp_filter,0,0,0,U6,8,MEDIUM_DATASET,19872,56,10000
hp_filter,1,1,0,none,8,MEDIUM_DATASET,11261,16,10000
hp_filter,1,1,0,U2,8,MEDIUM_DATASET,35379,28,10000
hp_filter,1,1,0,U3,8,MEDIUM_DATASET,27505,37,10000
hp_filter,1,1,0,U5,8,MEDIUM_DATASET,22090,55,10000
hp_filter,1,1,0,U6,8,MEDIUM_DATASET,20675,64,10000
hp_filter,1,1,1,none,8,MEDIUM_DATASET,11261,16,10000
hp_filter,1,1,1,U2,8,MEDIUM_DATASET,7103,37,10000
hp_filter,1,1,1,U3,8,MEDIUM_DATASET,5930,54,10000
hp_filter,1,1,1,U5,8,MEDIUM_DATASET,5626,88,10000
