testname,LOOKAHEAD,FIFO,PB,unroll,fifo_size,size,execution_cycles,dfg_size,trip_count
hp_filter,1,1,1,U6,8,MEDIUM_DATASET,5782,104,10000
hp_filter,0,0,1,none,12,MEDIUM_DATASET,110417,9,10000
hp_filter,0,0,1,U2,12,MEDIUM_DATASET,55435,21,10000
hp_filter,0,0,1,U3,12,MEDIUM_DATASET,37122,33,10000
hp_filter,0,0,1,U5,12,MEDIUM_DATASET,22470,56,10000
hp_filter,0,0,1,U6,12,MEDIUM_DATASET,18816,68,10000
hp_filter,0,0,0,none,12,MEDIUM_DATASET,110417,9,10000
hp_filter,0,0,0,U2,12,MEDIUM_DATASET,55435,20,10000
hp_filter,0,0,0,U3,12,MEDIUM_DATASET,37122,29,10000
hp_filter,0,0,0,U5,12,MEDIUM_DATASET,22470,47,10000
hp_filter,0,0,0,U6,12,MEDIUM_DATASET,18816,56,10000
hp_filter,1,1,0,none,12,MEDIUM_DATASET,11309,16,10000
hp_filter,1,1,0,U2,12,MEDIUM_DATASET,27073,28,10000
hp_filter,1,1,0,U3,12,MEDIUM_DATASET,21382,37,10000
hp_filter,1,1,0,U5,12,MEDIUM_DATASET,16723,55,10000
hp_filter,1,1,0,U6,12,MEDIUM_DATASET,15532,64,10000
hp_filter,1,1,1,none,12,MEDIUM_DATASET,11309,16,10000
hp_filter,1,1,1,U2,12,MEDIUM_DATASET,7151,37,10000
hp_filter,1,1,1,U3,12,MEDIUM_DATASET,5978,54,10000
hp_filter,1,1,1,U5,12,MEDIUM_DATASET,5674,88,10000
hp_filter,1,1,1,U6,12,MEDIUM_DATASET,5830,104,10000
hp_filter,0,0,1,none,16,MEDIUM_DATASET,110417,9,10000
hp_filter,0,0,1,U2,16,MEDIUM_DATASET,55435,21,10000
hp_filter,0,0,1,U3,16,MEDIUM_DATASET,37122,33,10000
hp_filter,0,0,1,U5,16,MEDIUM_DATASET,22470,56,10000
hp_filter,0,0,1,U6,16,MEDIUM_DATASET,18816,68,10000
hp_filter,0,0,0,none,16,MEDIUM_DATASET,110417,9,10000
hp_filter,0,0,0,U2,16,MEDIUM_DATASET,55435,20,10000
hp_filter,0,0,0,U3,16,MEDIUM_DATASET,37122,29,10000
hp_filter,0,0,0,U5,16,MEDIUM_DATASET,22470,47,10000
hp_filter,0,0,0,U6,16,MEDIUM_DATASET,18816,56,10000
hp_filter,1,1,0,none,16,MEDIUM_DATASET,11357,16,10000
hp_filter,1,1,0,U2,16,MEDIUM_DATASET,21912,28,10000
hp_filter,1,1,0,U3,16,MEDIUM_DATASET,17272,37,10000
hp_filter,1,1,0,U5,16,MEDIUM_DATASET,14138,55,10000
hp_filter,1,1,0,U6,16,MEDIUM_DATASET,13314,64,10000
hp_filter,1,1,1,none,16,MEDIUM_DATASET,11357,16,10000
hp_filter,1,1,1,U2,16,MEDIUM_DATASET,7199,37,10000
hp_filter,1,1,1,U3,16,MEDIUM_DATASET,6026,54,10000
hp_filter,1,1,1,U5,16,MEDIUM_DATASET,5722,88,10000
hp_filter,1,1,1,U6,16,MEDIUM_DATASET,5878,104,10000
exp_decay,0,0,1,none,4,MEDIUM_DATASET,149515,5,10000
exp_decay,0,0,1,U4,4,MEDIUM_DATASET,39266,31,10000
exp_decay,0,0,1,U5,4,MEDIUM_DATASET,32889,41,10000
exp_decay,0,0,1,U6,4,MEDIUM_DATASET,27453,50,10000
exp_decay,0,0,1,U7,4,MEDIUM_DATASET,22712,62,10000
exp_decay,0,0,1,U8,4,MEDIUM_DATASET,21581,72,10000
exp_decay,0,0,0,none,4,MEDIUM_DATASET,149515,5,10000
exp_decay,0,0,0,U4,4,MEDIUM_DATASET,39134,25,10000
exp_decay,0,0,0,U5,4,MEDIUM_DATASET,32655,31,10000
exp_decay,0,0,0,U6,4,MEDIUM_DATASET,30187,37,10000
exp_decay,0,0,0,U7,4,MEDIUM_DATASET,38568,43,10000
exp_decay,0,0,0,U8,4,MEDIUM_DATASET,32683,49,10000
exp_decay,1,1,0,none,4,MEDIUM_DATASET,29430,13,10000
exp_decay,1,1,0,U4,4,MEDIUM_DATASET,43779,33,10000
exp_decay,1,1,0,U5,4,MEDIUM_DATASET,43112,39,10000
exp_decay,1,1,0,U6,4,MEDIUM_DATASET,40857,45,10000
exp_decay,1,1,0,U7,4,MEDIUM_DATASET,38767,51,10000
exp_decay,1,1,0,U8,4,MEDIUM_DATASET,37863,57,10000
exp_decay,1,1,1,none,4,MEDIUM_DATASET,29430,13,10000
exp_decay,1,1,1,U4,4,MEDIUM_DATASET,16952,56,10000
exp_decay,1,1,1,U5,4,MEDIUM_DATASET,13209,72,10000
exp_decay,1,1,1,U6,4,MEDIUM_DATASET,12963,85,10000
exp_decay,1,1,1,U7,4,MEDIUM_DATASET,12163,101,10000
exp_decay,1,1,1,U8,4,MEDIUM_DATASET,14885,115,10000
exp_decay,0,0,1,none,8,MEDIUM_DATASET,141413,5,10000
exp_decay,0,0,1,U4,8,MEDIUM_DATASET,36610,31,10000
exp_decay,0,0,1,U5,8,MEDIUM_DATASET,29460,41,10000
exp_decay,0,0,1,U6,8,MEDIUM_DATASET,24688,50,10000
exp_decay,0,0,1,U7,8,MEDIUM_DATASET,21032,62,10000
exp_decay,0,0,1,U8,8,MEDIUM_DATASET,18501,72,10000
exp_decay,0,0,0,none,8,MEDIUM_DATASET,141413,5,10000
exp_decay,0,0,0,U4,8,MEDIUM_DATASET,37068,25,10000
exp_decay,0,0,0,U5,8,MEDIUM_DATASET,30105,31,10000
exp_decay,0,0,0,U6,8,MEDIUM_DATASET,25473,37,10000
exp_decay,0,0,0,U7,8,MEDIUM_DATASET,22126,43,10000
exp_decay,0,0,0,U8,8,MEDIUM_DATASET,19763,49,10000
exp_decay,1,1,0,none,8,MEDIUM_DATASET,11108,13,10000
exp_decay,1,1,0,U4,8,MEDIUM_DATASET,29840,33,10000
exp_decay,1,1,0,U5,8,MEDIUM_DATASET,31331,39,10000
exp_decay,1,1,0,U6,8,MEDIUM_DATASET,26846,45,10000
exp_decay,1,1,0,U7,8,MEDIUM_DATASET,25294,51,10000
exp_decay,1,1,0,U8,8,MEDIUM_DATASET,24430,57,10000
exp_decay,1,1,1,none,8,MEDIUM_DATASET,11108,13,10000
exp_decay,1,1,1,U4,8,MEDIUM_DATASET,4904,56,10000
exp_decay,1,1,1,U5,8,MEDIUM_DATASET,4849,72,10000
exp_decay,1,1,1,U6,8,MEDIUM_DATASET,4861,85,10000
exp_decay,1,1,1,U7,8,MEDIUM_DATASET,6033,101,10000
exp_decay,1,1,1,U8,8,MEDIUM_DATASET,5154,115,10000
exp_decay,0,0,1,none,12,MEDIUM_DATASET,134927,5,10000
exp_decay,0,0,1,U4,12,MEDIUM_DATASET,34554,31,10000
exp_decay,0,0,1,U5,12,MEDIUM_DATASET,27869,41,10000
exp_decay,0,0,1,U6,12,MEDIUM_DATASET,23303,50,10000
exp_decay,0,0,1,U7,12,MEDIUM_DATASET,19989,62,10000
exp_decay,0,0,1,U8,12,MEDIUM_DATASET,17583,72,10000
exp_decay,0,0,0,none,12,MEDIUM_DATASET,134927,5,10000
exp_decay,0,0,0,U4,12,MEDIUM_DATASET,35419,25,10000
exp_decay,0,0,0,U5,12,MEDIUM_DATASET,28461,31,10000
exp_decay,0,0,0,U6,12,MEDIUM_DATASET,24246,37,10000
exp_decay,0,0,0,U7,12,MEDIUM_DATASET,21022,43,10000
exp_decay,0,0,0,U8,12,MEDIUM_DATASET,18734,49,10000
exp_decay,1,1,0,none,12,MEDIUM_DATASET,11156,13,10000
exp_decay,1,1,0,U4,12,MEDIUM_DATASET,22750,33,10000
exp_decay,1,1,0,U5,12,MEDIUM_DATASET,24887,39,10000
exp_decay,1,1,0,U6,12,MEDIUM_DATASET,27362,45,10000
exp_decay,1,1,0,U7,12,MEDIUM_DATASET,23679,51,10000
exp_decay,1,1,0,U8,12,MEDIUM_DATASET,19019,57,10000
exp_decay,1,1,1,none,12,MEDIUM_DATASET,11156,13,10000
exp_decay,1,1,1,U4,12,MEDIUM_DATASET,4952,56,10000
exp_decay,1,1,1,U5,12,MEDIUM_DATASET,4897,72,10000
exp_decay,1,1,1,U6,12,MEDIUM_DATASET,4909,85,10000
exp_decay,1,1,1,U7,12,MEDIUM_DATASET,5016,101,10000
exp_decay,1,1,1,U8,12,MEDIUM_DATASET,5134,115,10000
exp_decay,0,0,1,none,16,MEDIUM_DATASET,128719,5,10000
exp_decay,0,0,1,U4,16,MEDIUM_DATASET,32848,31,10000
exp_decay,0,0,1,U5,16,MEDIUM_DATASET,26399,41,10000
exp_decay,0,0,1,U6,16,MEDIUM_DATASET,22208,50,10000
exp_decay,0,0,1,U7,16,MEDIUM_DATASET,19062,62,10000
exp_decay,0,0,1,U8,16,MEDIUM_DATASET,16744,72,10000
exp_decay,0,0,0,none,16,MEDIUM_DATASET,128719,5,10000
exp_decay,0,0,0,U4,16,MEDIUM_DATASET,33661,25,10000
exp_decay,0,0,0,U5,16,MEDIUM_DATASET,27199,31,10000
exp_decay,0,0,0,U6,16,MEDIUM_DATASET,23107,37,10000
exp_decay,0,0,0,U7,16,MEDIUM_DATASET,20006,43,10000
exp_decay,0,0,0,U8,16,MEDIUM_DATASET,17793,49,10000
exp_decay,1,1,0,none,16,MEDIUM_DATASET,11204,13,10000
exp_decay,1,1,0,U4,16,MEDIUM_DATASET,19590,33,10000
exp_decay,1,1,0,U5,16,MEDIUM_DATASET,23532,39,10000
exp_decay,1,1,0,U6,16,MEDIUM_DATASET,19097,45,10000
exp_decay,1,1,0,U7,16,MEDIUM_DATASET,17479,51,10000
exp_decay,1,1,0,U8,16,MEDIUM_DATASET,16176,57,10000
exp_decay,1,1,1,none,16,MEDIUM_DATASET,11204,13,10000
exp_decay,1,1,1,U4,16,MEDIUM_DATASET,5000,56,10000
exp_decay,1,1,1,U5,16,MEDIUM_DATASET,4945,72,10000
exp_decay,1,1,1,U6,16,MEDIUM_DATASET,4957,85,10000
exp_decay,1,1,1,U7,16,MEDIUM_DATASET,5064,101,10000
exp_decay,1,1,1,U8,16,MEDIUM_DATASET,5182,115,10000
ema,0,0,1,none,4,MEDIUM_DATASET,135853,6,10000
ema,0,0,1,U4,4,MEDIUM_DATASET,34703,34,10000
ema,0,0,1,U5,4,MEDIUM_DATASET,27962,45,10000
ema,0,0,1,U6,4,MEDIUM_DATASET,23392,55,10000
ema,0,0,1,U7,4,MEDIUM_DATASET,20096,67,10000
ema,0,0,1,U8,4,MEDIUM_DATASET,17678,78,10000
ema,0,0,0,none,4,MEDIUM_DATASET,135853,6,10000
ema,0,0,0,U4,4,MEDIUM_DATASET,35610,29,10000
ema,0,0,0,U5,4,MEDIUM_DATASET,29524,36,10000
ema,0,0,0,U6,4,MEDIUM_DATASET,27424,43,10000
ema,0,0,0,U7,4,MEDIUM_DATASET,25659,50,10000
ema,0,0,0,U8,4,MEDIUM_DATASET,25319,57,10000
ema,1,1,0,none,4,MEDIUM_DATASET,28600,14,10000
ema,1,1,0,U4,4,MEDIUM_DATASET,39429,37,10000
ema,1,1,0,U5,4,MEDIUM_DATASET,36456,44,10000
ema,1,1,0,U6,4,MEDIUM_DATASET,33081,51,10000
ema,1,1,0,U7,4,MEDIUM_DATASET,31217,58,10000
ema,1,1,0,U8,4,MEDIUM_DATASET,30752,65,10000
ema,1,1,1,none,4,MEDIUM_DATASET,28600,14,10000
ema,1,1,1,U4,4,MEDIUM_DATASET,9934,60,10000
ema,1,1,1,U5,4,MEDIUM_DATASET,12639,77,10000
ema,1,1,1,U6,4,MEDIUM_DATASET,12095,91,10000
ema,1,1,1,U7,4,MEDIUM_DATASET,11688,108,10000
ema,1,1,1,U8,4,MEDIUM_DATASET,11078,123,10000
ema,0,0,1,none,8,MEDIUM_DATASET,123805,6,10000
ema,0,0,1,U4,8,MEDIUM_DATASET,31652,34,10000
ema,0,0,1,U5,8,MEDIUM_DATASET,25568,45,10000
ema,0,0,1,U6,8,MEDIUM_DATASET,21350,55,10000
ema,0,0,1,U7,8,MEDIUM_DATASET,18318,67,10000
ema,0,0,1,U8,8,MEDIUM_DATASET,16076,78,10000
ema,0,0,0,none,8,MEDIUM_DATASET,123805,6,10000
ema,0,0,0,U4,8,MEDIUM_DATASET,32405,29,10000
ema,0,0,0,U5,8,MEDIUM_DATASET,26162,36,10000
ema,0,0,0,U6,8,MEDIUM_DATASET,22175,43,10000
ema,0,0,0,U7,8,MEDIUM_DATASET,19179,50,10000
ema,0,0,0,U8,8,MEDIUM_DATASET,17029,57,10000
ema,1,1,0,none,8,MEDIUM_DATASET,11161,14,10000
ema,1,1,0,U4,8,MEDIUM_DATASET,26107,37,10000
ema,1,1,0,U5,8,MEDIUM_DATASET,23621,44,10000
ema,1,1,0,U6,8,MEDIUM_DATASET,22036,51,10000
ema,1,1,0,U7,8,MEDIUM_DATASET,20777,58,10000
ema,1,1,0,U8,8,MEDIUM_DATASET,20423,65,10000
ema,1,1,1,none,8,MEDIUM_DATASET,11161,14,10000
ema,1,1,1,U4,8,MEDIUM_DATASET,5101,60,10000
ema,1,1,1,U5,8,MEDIUM_DATASET,5046,77,10000
ema,1,1,1,U6,8,MEDIUM_DATASET,5106,91,10000
ema,1,1,1,U7,8,MEDIUM_DATASET,5668,108,10000
ema,1,1,1,U8,8,MEDIUM_DATASET,5495,123,10000
ema,0,0,1,none,12,MEDIUM_DATASET,113941,6,10000
ema,0,0,1,U4,12,MEDIUM_DATASET,29129,34,10000
ema,0,0,1,U5,12,MEDIUM_DATASET,23526,45,10000
ema,0,0,1,U6,12,MEDIUM_DATASET,19660,55,10000
ema,0,0,1,U7,12,MEDIUM_DATASET,16945,67,10000
ema,0,0,1,U8,12,MEDIUM_DATASET,14879,78,10000
ema,0,0,0,none,12,MEDIUM_DATASET,113941,6,10000
ema,0,0,0,U4,12,MEDIUM_DATASET,29728,29,10000
ema,0,0,0,U5,12,MEDIUM_DATASET,24066,36,10000
ema,0,0,0,U6,12,MEDIUM_DATASET,20325,43,10000
ema,0,0,0,U7,12,MEDIUM_DATASET,17673,50,10000
ema,0,0,0,U8,12,MEDIUM_DATASET,15686,57,10000
ema,1,1,0,none,12,MEDIUM_DATASET,11209,14,10000
ema,1,1,0,U4,12,MEDIUM_DATASET,20035,37,10000
ema,1,1,0,U5,12,MEDIUM_DATASET,17768,44,10000
ema,1,1,0,U6,12,MEDIUM_DATASET,16955,51,10000
ema,1,1,0,U7,12,MEDIUM_DATASET,17212,58,10000
ema,1,1,0,U8,12,MEDIUM_DATASET,15543,65,10000
ema,1,1,1,none,12,MEDIUM_DATASET,11209,14,10000
ema,1,1,1,U4,12,MEDIUM_DATASET,5149,60,10000
ema,1,1,1,U5,12,MEDIUM_DATASET,5094,77,10000
ema,1,1,1,U6,12,MEDIUM_DATASET,5154,91,10000
ema,1,1,1,U7,12,MEDIUM_DATASET,5309,108,10000
ema,1,1,1,U8,12,MEDIUM_DATASET,5475,123,10000
ema,0,0,1,none,16,MEDIUM_DATASET,110413,6,10000
ema,0,0,1,U4,16,MEDIUM_DATASET,27953,34,10000
ema,0,0,1,U5,16,MEDIUM_DATASET,22466,45,10000
ema,0,0,1,U6,16,MEDIUM_DATASET,18812,55,10000
ema,0,0,1,U7,16,MEDIUM_DATASET,16203,67,10000
ema,0,0,1,U8,16,MEDIUM_DATASET,14243,78,10000
ema,0,0,0,none,16,MEDIUM_DATASET,110413,6,10000
ema,0,0,0,U4,16,MEDIUM_DATASET,27953,29,10000
ema,0,0,0,U5,16,MEDIUM_DATASET,22466,36,10000
ema,0,0,0,U6,16,MEDIUM_DATASET,18828,43,10000
ema,0,0,0,U7,16,MEDIUM_DATASET,16333,50,10000
ema,0,0,0,U8,16,MEDIUM_DATASET,14519,57,10000
ema,1,1,0,none,16,MEDIUM_DATASET,11257,14,10000
ema,1,1,0,U4,16,MEDIUM_DATASET,17067,37,10000
ema,1,1,0,U5,16,MEDIUM_DATASET,15031,44,10000
ema,1,1,0,U6,16,MEDIUM_DATASET,14064,51,10000
ema,1,1,0,U7,16,MEDIUM_DATASET,13781,58,10000
ema,1,1,0,U8,16,MEDIUM_DATASET,13494,65,10000
ema,1,1,1,none,16,MEDIUM_DATASET,11257,14,10000
ema,1,1,1,U4,16,MEDIUM_DATASET,5197,60,10000
ema,1,1,1,U5,16,MEDIUM_DATASET,5142,77,10000
ema,1,1,1,U6,16,MEDIUM_DATASET,5202,91,10000
ema,1,1,1,U7,16,MEDIUM_DATASET,5357,108,10000
ema,1,1,1,U8,16,MEDIUM_DATASET,5523,123,10000
